qGS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_UP	16	http://www.broadinstitute.org/gsea/msigdb/cards/DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_UP	0.29447	0.91931	0.5512	1	1	0.25	0.184	0.204	1	0.538
KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION	80	http://www.broadinstitute.org/gsea/msigdb/cards/KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION	0.26729	0.91881	0.6205	1	1	0.162	0.0752	0.151	1	0.537
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP	76	http://www.broadinstitute.org/gsea/msigdb/cards/HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP	0.27196	0.91713	0.6245	1	1	0.263	0.132	0.229	1	0.541
BONCI_TARGETS_OF_MIR15A_AND_MIR16_1	88	http://www.broadinstitute.org/gsea/msigdb/cards/BONCI_TARGETS_OF_MIR15A_AND_MIR16_1	0.27157	0.91695	0.5992	1	1	0.261	0.121	0.23	1	0.542
ZHAN_MULTIPLE_MYELOMA_MS_DN	40	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_MS_DN	0.27725	0.91604	0.5864	1	1	0.25	0.168	0.208	1	0.542
BIOCARTA_NFAT_PATHWAY	54	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NFAT_PATHWAY	0.2298	0.91576	0.5681	1	1	0.259	0.193	0.21	1	0.541
PID_SMAD2_3NUCLEAR_PATHWAY	81	http://www.broadinstitute.org/gsea/msigdb/cards/PID_SMAD2_3NUCLEAR_PATHWAY	0.2232	0.91546	0.5628	1	1	0.148	0.148	0.127	1	0.54
TOMLINS_METASTASIS_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/TOMLINS_METASTASIS_DN	0.36402	0.91498	0.6055	1	1	0.25	0.118	0.221	1	0.539
ROSS_ACUTE_MYELOID_LEUKEMIA_CBF	80	http://www.broadinstitute.org/gsea/msigdb/cards/ROSS_ACUTE_MYELOID_LEUKEMIA_CBF	0.23193	0.91434	0.5837	1	1	0.15	0.146	0.128	1	0.539
IKEDA_MIR1_TARGETS_UP	53	http://www.broadinstitute.org/gsea/msigdb/cards/IKEDA_MIR1_TARGETS_UP	0.33072	0.91377	0.5747	1	1	0.453	0.208	0.36	1	0.54
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.31107	0.91375	0.5642	1	1	0.2	0.136	0.173	1	0.536
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	131	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.27287	0.91373	0.598	1	1	0.176	0.145	0.151	1	0.535
REACTOME_INTRINSIC_PATHWAY	17	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTRINSIC_PATHWAY	0.29113	0.91367	0.5953	1	1	0.0588	0.00296	0.0587	1	0.532
NIELSEN_LIPOSARCOMA_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_LIPOSARCOMA_DN	0.34297	0.91354	0.5821	1	1	0.316	0.14	0.272	1	0.532
BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP	24	http://www.broadinstitute.org/gsea/msigdb/cards/BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP	0.26591	0.91258	0.6016	1	1	0.167	0.1	0.15	1	0.531
MOHANKUMAR_TLX1_TARGETS_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/MOHANKUMAR_TLX1_TARGETS_DN	0.21254	0.91255	0.6392	1	1	0.177	0.126	0.156	1	0.53
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN	495	http://www.broadinstitute.org/gsea/msigdb/cards/MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN	0.25575	0.91212	0.608	1	1	0.236	0.152	0.204	1	0.53
ODONNELL_METASTASIS_UP	76	http://www.broadinstitute.org/gsea/msigdb/cards/ODONNELL_METASTASIS_UP	0.20372	0.91189	0.6692	1	1	0.184	0.168	0.154	1	0.53
NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_UP	0.32788	0.91054	0.5711	1	1	0.316	0.149	0.269	1	0.53
PID_ALK1_PATHWAY	26	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ALK1_PATHWAY	0.31175	0.90957	0.5687	1	1	0.154	0.0545	0.146	1	0.531
MAHAJAN_RESPONSE_TO_IL1A_DN	73	http://www.broadinstitute.org/gsea/msigdb/cards/MAHAJAN_RESPONSE_TO_IL1A_DN	0.3003	0.90736	0.5443	1	1	0.288	0.139	0.248	1	0.536
MARZEC_IL2_SIGNALING_DN	34	http://www.broadinstitute.org/gsea/msigdb/cards/MARZEC_IL2_SIGNALING_DN	0.32545	0.90708	0.6199	1	1	0.206	0.0616	0.193	1	0.536
GU_PDEF_TARGETS_DN	39	http://www.broadinstitute.org/gsea/msigdb/cards/GU_PDEF_TARGETS_DN	0.27492	0.9062	0.6255	1	1	0.179	0.115	0.159	1	0.536
NEWMAN_ERCC6_TARGETS_DN	37	http://www.broadinstitute.org/gsea/msigdb/cards/NEWMAN_ERCC6_TARGETS_DN	0.3657	0.90608	0.5909	1	1	0.27	0.0862	0.247	1	0.535
KEGG_SPLICEOSOME	121	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_SPLICEOSOME	0.27529	0.90493	0.5956	1	1	0.273	0.171	0.227	1	0.537
LEE_NAIVE_T_LYMPHOCYTE	16	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_NAIVE_T_LYMPHOCYTE	0.30876	0.90366	0.5906	1	1	0.0625	0.00346	0.0623	1	0.54
MOOTHA_MITOCHONDRIA	435	http://www.broadinstitute.org/gsea/msigdb/cards/MOOTHA_MITOCHONDRIA	0.22188	0.90341	0.6109	1	1	0.209	0.191	0.172	1	0.539
COLLIS_PRKDC_REGULATORS	15	http://www.broadinstitute.org/gsea/msigdb/cards/COLLIS_PRKDC_REGULATORS	0.29192	0.9028	0.5936	1	1	0.333	0.179	0.274	1	0.539
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR	34	http://www.broadinstitute.org/gsea/msigdb/cards/HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR	0.26307	0.90251	0.626	1	1	0.382	0.22	0.299	1	0.538
REACTOME_PHOSPHOLIPID_METABOLISM	192	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PHOSPHOLIPID_METABOLISM	0.191	0.90242	0.6498	1	1	0.156	0.15	0.134	1	0.536
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	44	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.25119	0.90234	0.587	1	1	0.182	0.13	0.158	1	0.534
SILIGAN_BOUND_BY_EWS_FLT1_FUSION	45	http://www.broadinstitute.org/gsea/msigdb/cards/SILIGAN_BOUND_BY_EWS_FLT1_FUSION	0.23302	0.90161	0.6403	1	1	0.111	0.0551	0.105	1	0.533
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	26	http://www.broadinstitute.org/gsea/msigdb/cards/HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	0.27121	0.90095	0.5703	1	1	0.269	0.172	0.223	1	0.531
BURTON_ADIPOGENESIS_4	45	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_4	0.24747	0.90093	0.6125	1	1	0.156	0.112	0.138	1	0.531
KEGG_O_GLYCAN_BIOSYNTHESIS	26	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_O_GLYCAN_BIOSYNTHESIS	0.27881	0.90023	0.6174	1	1	0.231	0.125	0.202	1	0.531
BIOCARTA_INTEGRIN_PATHWAY	38	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_INTEGRIN_PATHWAY	0.26598	0.89966	0.5702	1	1	0.158	0.101	0.142	1	0.53
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_WS	32	http://www.broadinstitute.org/gsea/msigdb/cards/KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_WS	0.23945	0.89907	0.6406	1	1	0.281	0.173	0.233	1	0.53
BIOCARTA_HIF_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_HIF_PATHWAY	0.3191	0.89872	0.5708	1	1	0.267	0.11	0.238	1	0.53
YOSHIOKA_LIVER_CANCER_EARLY_RECURRENCE_DN	60	http://www.broadinstitute.org/gsea/msigdb/cards/YOSHIOKA_LIVER_CANCER_EARLY_RECURRENCE_DN	0.23145	0.89866	0.6255	1	1	0.2	0.166	0.167	1	0.528
KIM_MYC_AMPLIFICATION_TARGETS_DN	90	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_MYC_AMPLIFICATION_TARGETS_DN	0.33253	0.89857	0.6306	1	1	0.322	0.153	0.274	1	0.528
GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_DN	25	http://www.broadinstitute.org/gsea/msigdb/cards/GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_DN	0.31745	0.89732	0.5833	1	1	0.12	0.0299	0.117	1	0.528
MORI_SMALL_PRE_BII_LYMPHOCYTE_UP	79	http://www.broadinstitute.org/gsea/msigdb/cards/MORI_SMALL_PRE_BII_LYMPHOCYTE_UP	0.2334	0.89689	0.6836	1	1	0.165	0.118	0.146	1	0.528
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	23	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.32645	0.89515	0.6103	1	1	0.391	0.178	0.322	1	0.529
BIOCARTA_CALCINEURIN_PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CALCINEURIN_PATHWAY	0.28454	0.89364	0.557	1	1	0.263	0.193	0.212	1	0.534
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6	50	http://www.broadinstitute.org/gsea/msigdb/cards/MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6	0.27356	0.89277	0.6369	1	1	0.34	0.214	0.268	1	0.533
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	68	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.2359	0.89249	0.6808	1	1	0.176	0.14	0.152	1	0.531
CHANDRAN_METASTASIS_DN	287	http://www.broadinstitute.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_DN	0.22493	0.8918	0.5928	1	1	0.178	0.138	0.155	1	0.531
BILBAN_B_CLL_LPL_UP	60	http://www.broadinstitute.org/gsea/msigdb/cards/BILBAN_B_CLL_LPL_UP	0.24936	0.89073	0.6339	1	1	0.15	0.0847	0.138	1	0.536
BIOCARTA_PPARA_PATHWAY	57	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PPARA_PATHWAY	0.23053	0.8897	0.6562	1	1	0.316	0.242	0.24	1	0.536
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	37	http://www.broadinstitute.org/gsea/msigdb/cards/CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	0.25724	0.88912	0.6228	1	1	0.135	0.0504	0.129	1	0.537
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	219	http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	0.20529	0.88898	0.666	1	1	0.151	0.116	0.134	1	0.536
SU_KIDNEY	15	http://www.broadinstitute.org/gsea/msigdb/cards/SU_KIDNEY	0.32505	0.88893	0.6265	1	1	0.133	0.0301	0.129	1	0.534
PLASARI_NFIC_TARGETS_BASAL_UP	27	http://www.broadinstitute.org/gsea/msigdb/cards/PLASARI_NFIC_TARGETS_BASAL_UP	0.26547	0.88879	0.6403	1	1	0.148	0.139	0.128	1	0.532
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP	259	http://www.broadinstitute.org/gsea/msigdb/cards/MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP	0.23175	0.88779	0.6862	1	1	0.181	0.134	0.159	1	0.534
PID_S1P_S1P1_PATHWAY	21	http://www.broadinstitute.org/gsea/msigdb/cards/PID_S1P_S1P1_PATHWAY	0.28187	0.88771	0.6166	1	1	0.143	0.0738	0.132	1	0.531
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	62	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.26458	0.88677	0.6193	1	1	0.177	0.132	0.154	1	0.533
IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM	31	http://www.broadinstitute.org/gsea/msigdb/cards/IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM	0.24687	0.8865	0.6601	1	1	0.355	0.174	0.294	1	0.532
REACTOME_AXON_GUIDANCE	242	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_AXON_GUIDANCE	0.19634	0.88566	0.5911	1	1	0.153	0.153	0.131	1	0.533
REACTOME_IRON_UPTAKE_AND_TRANSPORT	36	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.26428	0.88546	0.6327	1	1	0.0556	0.0128	0.0549	1	0.53
TRAYNOR_RETT_SYNDROM_DN	17	http://www.broadinstitute.org/gsea/msigdb/cards/TRAYNOR_RETT_SYNDROM_DN	0.29893	0.88544	0.6785	1	1	0.412	0.217	0.322	1	0.528
LAIHO_COLORECTAL_CANCER_SERRATED_DN	74	http://www.broadinstitute.org/gsea/msigdb/cards/LAIHO_COLORECTAL_CANCER_SERRATED_DN	0.24042	0.88376	0.5935	1	1	0.27	0.198	0.217	1	0.53
ZWANG_EGF_PERSISTENTLY_UP	32	http://www.broadinstitute.org/gsea/msigdb/cards/ZWANG_EGF_PERSISTENTLY_UP	0.31088	0.88332	0.6301	1	1	0.25	0.164	0.209	1	0.53
BIOCARTA_PGC1A_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PGC1A_PATHWAY	0.24348	0.88305	0.5758	1	1	0.217	0.178	0.179	1	0.528
REACTOME_TIE2_SIGNALING	17	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TIE2_SIGNALING	0.34934	0.88267	0.6524	1	1	0.118	0.0376	0.113	1	0.526
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	78	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.29102	0.88226	0.6203	1	1	0.128	0.0712	0.119	1	0.526
YAGI_AML_WITH_INV_16_TRANSLOCATION	406	http://www.broadinstitute.org/gsea/msigdb/cards/YAGI_AML_WITH_INV_16_TRANSLOCATION	0.19017	0.88141	0.738	1	1	0.207	0.171	0.174	1	0.526
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	461	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.16706	0.88126	0.7557	1	1	0.154	0.167	0.131	1	0.525
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	71	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.22262	0.88113	0.6931	1	1	0.169	0.14	0.146	1	0.521
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	90	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.21671	0.88028	0.6723	1	1	0.2	0.158	0.169	1	0.523
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	16	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.28529	0.87972	0.6004	1	1	0.0625	0.0142	0.0616	1	0.523
SCHEIDEREIT_IKK_TARGETS	17	http://www.broadinstitute.org/gsea/msigdb/cards/SCHEIDEREIT_IKK_TARGETS	0.27164	0.87929	0.5945	1	1	0.118	0.0476	0.112	1	0.521
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	36	http://www.broadinstitute.org/gsea/msigdb/cards/PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	0.26037	0.87912	0.6799	1	1	0.222	0.165	0.186	1	0.521
BIOCARTA_AT1R_PATHWAY	33	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AT1R_PATHWAY	0.26726	0.87876	0.6418	1	1	0.182	0.108	0.162	1	0.52
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5	63	http://www.broadinstitute.org/gsea/msigdb/cards/SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5	0.18933	0.87837	0.6817	1	1	0.143	0.118	0.126	1	0.518
JOHNSTONE_PARVB_TARGETS_2_DN	319	http://www.broadinstitute.org/gsea/msigdb/cards/JOHNSTONE_PARVB_TARGETS_2_DN	0.32702	0.87811	0.6141	1	1	0.361	0.205	0.29	1	0.517
NIKOLSKY_BREAST_CANCER_15Q26_AMPLICON	21	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_15Q26_AMPLICON	0.33685	0.87738	0.6004	1	1	0.333	0.164	0.279	1	0.52
BEIER_GLIOMA_STEM_CELL_DN	61	http://www.broadinstitute.org/gsea/msigdb/cards/BEIER_GLIOMA_STEM_CELL_DN	0.24159	0.8769	0.6134	1	1	0.213	0.145	0.183	1	0.519
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN	0.27816	0.87673	0.5936	1	1	0.15	0.087	0.137	1	0.518
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	415	http://www.broadinstitute.org/gsea/msigdb/cards/PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	0.18006	0.87593	0.7872	1	1	0.176	0.165	0.149	1	0.518
ELLWOOD_MYC_TARGETS_DN	37	http://www.broadinstitute.org/gsea/msigdb/cards/ELLWOOD_MYC_TARGETS_DN	0.29549	0.87574	0.6324	1	1	0.297	0.182	0.244	1	0.515
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	84	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.23706	0.87511	0.6827	1	1	0.119	0.105	0.107	1	0.515
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	296	http://www.broadinstitute.org/gsea/msigdb/cards/DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	0.25737	0.87431	0.6482	1	1	0.27	0.171	0.227	1	0.515
REACTOME_SMOOTH_MUSCLE_CONTRACTION	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.32928	0.87346	0.5816	1	1	0.208	0.108	0.186	1	0.516
KIM_PTEN_TARGETS_UP	18	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_PTEN_TARGETS_UP	0.35638	0.87342	0.6566	1	1	0.278	0.094	0.252	1	0.515
REACTOME_METABOLISM_OF_PROTEINS	417	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_PROTEINS	0.21822	0.8728	0.6653	1	1	0.242	0.193	0.199	1	0.515
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	43	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.28606	0.87256	0.6547	1	1	0.302	0.214	0.238	1	0.513
PID_IL2_STAT5_PATHWAY	29	http://www.broadinstitute.org/gsea/msigdb/cards/PID_IL2_STAT5_PATHWAY	0.23951	0.87253	0.6518	1	1	0.207	0.156	0.175	1	0.51
BIOCARTA_IGF1MTOR_PATHWAY	20	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_IGF1MTOR_PATHWAY	0.33483	0.87247	0.6089	1	1	0.3	0.164	0.251	1	0.508
BIOCARTA_IGF1_PATHWAY	20	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_IGF1_PATHWAY	0.36257	0.87206	0.635	1	1	0.35	0.19	0.284	1	0.508
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	44	http://www.broadinstitute.org/gsea/msigdb/cards/FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	0.31421	0.87164	0.6196	1	1	0.182	0.108	0.163	1	0.507
REACTOME_METABOLISM_OF_RNA	252	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_RNA	0.2635	0.87158	0.6471	1	1	0.341	0.226	0.267	1	0.505
SHIPP_DLBCL_CURED_VS_FATAL_UP	36	http://www.broadinstitute.org/gsea/msigdb/cards/SHIPP_DLBCL_CURED_VS_FATAL_UP	0.27723	0.87025	0.6578	1	1	0.111	0.0419	0.107	1	0.509
PID_KIT_PATHWAY	52	http://www.broadinstitute.org/gsea/msigdb/cards/PID_KIT_PATHWAY	0.23549	0.86917	0.6327	1	1	0.231	0.149	0.197	1	0.513
LEE_NEURAL_CREST_STEM_CELL_DN	113	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_NEURAL_CREST_STEM_CELL_DN	0.23005	0.8685	0.6871	1	1	0.195	0.131	0.17	1	0.513
MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3	33	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3	0.26661	0.86828	0.6639	1	1	0.303	0.223	0.236	1	0.512
WANG_CLIM2_TARGETS_UP	234	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_CLIM2_TARGETS_UP	0.20356	0.86632	0.7044	1	1	0.248	0.196	0.201	1	0.516
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	54	http://www.broadinstitute.org/gsea/msigdb/cards/LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	0.24387	0.86572	0.6344	1	1	0.222	0.167	0.186	1	0.516
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	19	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.26496	0.86485	0.6107	1	1	0.0526	0.0142	0.0519	1	0.516
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	174	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.20417	0.86473	0.7409	1	1	0.138	0.125	0.121	1	0.516
IKEDA_MIR30_TARGETS_DN	27	http://www.broadinstitute.org/gsea/msigdb/cards/IKEDA_MIR30_TARGETS_DN	0.33049	0.86399	0.6667	1	1	0.222	0.0871	0.203	1	0.516
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	352	http://www.broadinstitute.org/gsea/msigdb/cards/CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	0.21895	0.86364	0.6575	1	1	0.179	0.154	0.154	1	0.515
BIOCARTA_GH_PATHWAY	28	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_GH_PATHWAY	0.25581	0.86306	0.6409	1	1	0.214	0.19	0.174	1	0.516
GABRIELY_MIR21_TARGETS	281	http://www.broadinstitute.org/gsea/msigdb/cards/GABRIELY_MIR21_TARGETS	0.34171	0.86276	0.6119	1	1	0.367	0.204	0.295	1	0.516
VERHAAK_GLIOBLASTOMA_CLASSICAL	156	http://www.broadinstitute.org/gsea/msigdb/cards/VERHAAK_GLIOBLASTOMA_CLASSICAL	0.17473	0.86081	0.734	1	1	0.0641	0.0487	0.0614	1	0.517
KYNG_DNA_DAMAGE_UP	221	http://www.broadinstitute.org/gsea/msigdb/cards/KYNG_DNA_DAMAGE_UP	0.21598	0.8608	0.7759	1	1	0.262	0.181	0.217	1	0.516
KEGG_ADHERENS_JUNCTION	71	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ADHERENS_JUNCTION	0.23288	0.86072	0.6626	1	1	0.113	0.0945	0.102	1	0.515
LU_AGING_BRAIN_DN	150	http://www.broadinstitute.org/gsea/msigdb/cards/LU_AGING_BRAIN_DN	0.21196	0.86047	0.751	1	1	0.107	0.0659	0.1	1	0.515
WANG_TARGETS_OF_MLL_CBP_FUSION_DN	45	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_TARGETS_OF_MLL_CBP_FUSION_DN	0.25827	0.86035	0.6468	1	1	0.333	0.21	0.264	1	0.514
AMUNDSON_RESPONSE_TO_ARSENITE	214	http://www.broadinstitute.org/gsea/msigdb/cards/AMUNDSON_RESPONSE_TO_ARSENITE	0.22721	0.86034	0.7329	1	1	0.248	0.174	0.206	1	0.511
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	67	http://www.broadinstitute.org/gsea/msigdb/cards/ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	0.28646	0.85969	0.6248	1	1	0.358	0.239	0.273	1	0.513
MARSON_FOXP3_TARGETS_STIMULATED_UP	28	http://www.broadinstitute.org/gsea/msigdb/cards/MARSON_FOXP3_TARGETS_STIMULATED_UP	0.26426	0.85904	0.656	1	1	0.143	0.0949	0.129	1	0.51
RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2	25	http://www.broadinstitute.org/gsea/msigdb/cards/RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2	0.28722	0.85788	0.6028	1	1	0.24	0.185	0.196	1	0.513
MILI_PSEUDOPODIA_HAPTOTAXIS_UP	492	http://www.broadinstitute.org/gsea/msigdb/cards/MILI_PSEUDOPODIA_HAPTOTAXIS_UP	0.3197	0.85659	0.6397	1	1	0.378	0.215	0.302	1	0.515
PID_HDAC_CLASSII_PATHWAY	33	http://www.broadinstitute.org/gsea/msigdb/cards/PID_HDAC_CLASSII_PATHWAY	0.23492	0.85554	0.6871	1	1	0.152	0.108	0.135	1	0.515
GUTIERREZ_MULTIPLE_MYELOMA_DN	32	http://www.broadinstitute.org/gsea/msigdb/cards/GUTIERREZ_MULTIPLE_MYELOMA_DN	0.29996	0.85552	0.6318	1	1	0.438	0.228	0.338	1	0.515
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_UP	0.26732	0.85527	0.6356	1	1	0.2	0.103	0.18	1	0.515
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_1	61	http://www.broadinstitute.org/gsea/msigdb/cards/YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_1	0.24358	0.85469	0.6558	1	1	0.115	0.0853	0.105	1	0.515
